Iteration	Nodes
0	41
1	739
2	5364
3	19842
4	48941
5	94290
6	147358
7	194972
8	229996
9	250171
10	260061
11	264657
12	266913
13	268201
14	268885
15	269232
16	269344
17	269363
18	269367
19	269367
